Condition	time point	p-value	t-value
high	0.13203125	0.013333333333333308	2.227371488366429
high	0.141796875	0.030000000000000027	1.8879558102266485
high	0.3078125	0.020000000000000018	2.0627472420429416
high	0.317578125	0.0	inf
high	0.32734375	0.0033333333333332993	2.7321419372217384
high	0.337109375	0.00666666666666671	2.4895647421707716
high	0.346875	0.013333333333333308	2.227371488366429
high	0.356640625	0.013333333333333308	2.227371488366429
high	0.36640625	0.020000000000000018	2.0627472420429416
high	0.376171875	0.030000000000000027	1.8879558102266485
high	0.688671875	0.026666666666666727	1.9398891657341626
high	0.747265625	0.046666666666666745	1.6834417068750733
high	0.75703125	0.026666666666666727	1.9398891657341626
high	0.786328125	0.043333333333333335	1.718905160438891
high	0.83515625	0.036666666666666736	1.797071423179137
high	0.844921875	0.030000000000000027	1.8879558102266485
high	0.8546875	0.010000000000000009	2.33888392484682
high	0.903515625	0.040000000000000036	1.756656458005156
high	0.923046875	0.040000000000000036	1.756656458005156
high	0.9328125	0.0033333333333332993	2.7321419372217384
high	0.942578125	0.023333333333333317	1.997592229195553
high	0.95234375	0.023333333333333317	1.997592229195553
high	0.962109375	0.023333333333333317	1.997592229195553
high	0.971875	0.023333333333333317	1.997592229195553
high	1.0109375	0.043333333333333335	1.718905160438891
high	1.03046875	0.033333333333333326	1.840629407786611
high	1.06953125	0.043333333333333335	1.718905160438891
