Condition	time point	p-value	t-value
medium	0.005078124999999989	0.00666666666666671	2.4895647421707716
medium	0.12226562499999999	0.0033333333333332993	2.7321419372217384
medium	0.13203125	0.010000000000000009	2.33888392484682
medium	0.200390625	0.023333333333333317	1.997592229195553
medium	0.239453125	0.010000000000000009	2.33888392484682
medium	0.24921875	0.040000000000000036	1.756656458005156
medium	0.258984375	0.036666666666666736	1.797071423179137
medium	0.473828125	0.010000000000000009	2.33888392484682
medium	0.63984375	0.036666666666666736	1.797071423179137
medium	0.87421875	0.023333333333333317	1.997592229195553
medium	0.883984375	0.036666666666666736	1.797071423179137
medium	0.903515625	0.046666666666666745	1.6834417068750733
medium	0.91328125	0.023333333333333317	1.997592229195553
medium	0.9328125	0.040000000000000036	1.756656458005156
medium	0.971875	0.043333333333333335	1.718905160438891
medium	0.99140625	0.030000000000000027	1.8879558102266485
medium	1.001171875	0.013333333333333308	2.227371488366429
medium	1.0109375	0.033333333333333326	1.840629407786611
medium	1.020703125	0.033333333333333326	1.840629407786611
medium	1.03046875	0.00666666666666671	2.4895647421707716
medium	1.040234375	0.033333333333333326	1.840629407786611
medium	1.05	0.026666666666666727	1.9398891657341626
medium	1.0890625	0.046666666666666745	1.6834417068750733
