Condition	time point	p-value	t-value
low	-0.18046875	0.030000000000000027	1.8879558102266485
low	-0.10234375000000001	0.033333333333333326	1.840629407786611
low	0.52265625	0.026666666666666727	1.9398891657341626
low	0.883984375	0.023333333333333317	1.997592229195553
low	0.89375	0.00666666666666671	2.4895647421707716
low	0.942578125	0.01666666666666672	2.1379265281322697
low	0.95234375	0.0	inf
low	0.962109375	0.00666666666666671	2.4895647421707716
low	0.971875	0.020000000000000018	2.0627472420429416
low	0.981640625	0.030000000000000027	1.8879558102266485
low	1.0109375	0.023333333333333317	1.997592229195553
low	1.020703125	0.046666666666666745	1.6834417068750733
low	1.098828125	0.043333333333333335	1.718905160438891
