Condition	time point	p-value	t-value
correct	-0.2	0.026666666666666727	1.9398891657341626
correct	-0.1609375	0.00666666666666671	2.4895647421707716
correct	0.26875	0.033333333333333326	1.840629407786611
correct	0.532421875	0.00666666666666671	2.4895647421707716
correct	0.5421875	0.023333333333333317	1.997592229195553
correct	0.551953125	0.010000000000000009	2.33888392484682
correct	0.56171875	0.0	inf
correct	0.571484375	0.0	inf
correct	0.58125	0.0033333333333332993	2.7321419372217384
correct	0.708203125	0.033333333333333326	1.840629407786611
correct	0.71796875	0.033333333333333326	1.840629407786611
correct	0.825390625	0.020000000000000018	2.0627472420429416
correct	0.83515625	0.01666666666666672	2.1379265281322697
correct	0.844921875	0.026666666666666727	1.9398891657341626
correct	0.8546875	0.010000000000000009	2.33888392484682
correct	0.864453125	0.026666666666666727	1.9398891657341626
correct	0.87421875	0.020000000000000018	2.0627472420429416
correct	0.883984375	0.026666666666666727	1.9398891657341626
correct	0.89375	0.043333333333333335	1.718905160438891
correct	0.903515625	0.046666666666666745	1.6834417068750733
correct	0.91328125	0.013333333333333308	2.227371488366429
correct	0.962109375	0.00666666666666671	2.4895647421707716
correct	0.971875	0.023333333333333317	1.997592229195553
correct	0.981640625	0.033333333333333326	1.840629407786611
correct	1.020703125	0.036666666666666736	1.797071423179137
correct	1.03046875	0.026666666666666727	1.9398891657341626
correct	1.079296875	0.036666666666666736	1.797071423179137
correct	1.0890625	0.033333333333333326	1.840629407786611
