Condition	time point	p-value	t-value
correct	0.180859375	0.026666666666666727	1.9398891657341626
correct	0.190625	0.040000000000000036	1.756656458005156
correct	0.239453125	0.023333333333333317	1.997592229195553
correct	0.337109375	0.013333333333333308	2.227371488366429
correct	0.415234375	0.036666666666666736	1.797071423179137
correct	0.425	0.00666666666666671	2.4895647421707716
correct	0.434765625	0.00666666666666671	2.4895647421707716
correct	0.454296875	0.026666666666666727	1.9398891657341626
correct	0.4640625	0.020000000000000018	2.0627472420429416
correct	0.473828125	0.040000000000000036	1.756656458005156
correct	0.630078125	0.030000000000000027	1.8879558102266485
correct	0.688671875	0.046666666666666745	1.6834417068750733
correct	0.815625	0.00666666666666671	2.4895647421707716
correct	0.825390625	0.010000000000000009	2.33888392484682
correct	0.83515625	0.026666666666666727	1.9398891657341626
correct	0.95234375	0.046666666666666745	1.6834417068750733
correct	0.962109375	0.010000000000000009	2.33888392484682
correct	0.99140625	0.033333333333333326	1.840629407786611
correct	1.001171875	0.01666666666666672	2.1379265281322697
correct	1.0109375	0.010000000000000009	2.33888392484682
