Condition	time point	p-value	t-value
correct	0.06367187499999999	0.013333333333333308	2.227371488366429
correct	0.07343749999999999	0.010000000000000009	2.33888392484682
correct	0.180859375	0.046666666666666745	1.6834417068750733
correct	0.346875	0.036666666666666736	1.797071423179137
correct	0.376171875	0.030000000000000027	1.8879558102266485
correct	0.454296875	0.030000000000000027	1.8879558102266485
correct	0.4640625	0.030000000000000027	1.8879558102266485
correct	0.473828125	0.026666666666666727	1.9398891657341626
correct	0.503125	0.043333333333333335	1.718905160438891
correct	0.512890625	0.040000000000000036	1.756656458005156
correct	0.532421875	0.043333333333333335	1.718905160438891
correct	0.5421875	0.040000000000000036	1.756656458005156
correct	0.551953125	0.0033333333333332993	2.7321419372217384
correct	0.56171875	0.033333333333333326	1.840629407786611
correct	0.58125	0.020000000000000018	2.0627472420429416
correct	0.591015625	0.030000000000000027	1.8879558102266485
correct	0.60078125	0.043333333333333335	1.718905160438891
