Condition	time point	p-value	t-value
low	0.512890625	0.030000000000000027	1.8879558102266485
low	0.52265625	0.00666666666666671	2.4895647421707716
low	0.532421875	0.046666666666666745	1.6834417068750733
low	0.551953125	0.00666666666666671	2.4895647421707716
low	0.56171875	0.0033333333333332993	2.7321419372217384
low	0.58125	0.01666666666666672	2.1379265281322697
low	0.6984375	0.023333333333333317	1.997592229195553
low	0.747265625	0.030000000000000027	1.8879558102266485
low	0.766796875	0.043333333333333335	1.718905160438891
low	0.864453125	0.01666666666666672	2.1379265281322697
low	0.99140625	0.013333333333333308	2.227371488366429
low	1.0109375	0.020000000000000018	2.0627472420429416
low	1.020703125	0.046666666666666745	1.6834417068750733
low	1.03046875	0.036666666666666736	1.797071423179137
low	1.06953125	0.030000000000000027	1.8879558102266485
low	1.079296875	0.023333333333333317	1.997592229195553
