Condition	time point	p-value	t-value
correct	-0.014453125000000011	0.01666666666666672	2.1379265281322697
correct	0.014843749999999989	0.030000000000000027	1.8879558102266485
correct	0.04414062499999999	0.023333333333333317	1.997592229195553
correct	0.08320312499999999	0.023333333333333317	1.997592229195553
correct	0.239453125	0.020000000000000018	2.0627472420429416
correct	0.24921875	0.0033333333333332993	2.7321419372217384
correct	0.258984375	0.046666666666666745	1.6834417068750733
correct	0.503125	0.033333333333333326	1.840629407786611
correct	0.512890625	0.046666666666666745	1.6834417068750733
correct	0.60078125	0.036666666666666736	1.797071423179137
correct	0.610546875	0.013333333333333308	2.227371488366429
correct	0.688671875	0.030000000000000027	1.8879558102266485
correct	0.6984375	0.026666666666666727	1.9398891657341626
