Condition	time point	p-value	t-value
correct	0.180859375	0.0	inf
correct	0.190625	0.0	inf
correct	0.200390625	0.013333333333333308	2.227371488366429
correct	0.21015625	0.040000000000000036	1.756656458005156
correct	0.239453125	0.013333333333333308	2.227371488366429
correct	0.258984375	0.040000000000000036	1.756656458005156
correct	0.26875	0.023333333333333317	1.997592229195553
correct	0.278515625	0.036666666666666736	1.797071423179137
correct	0.346875	0.030000000000000027	1.8879558102266485
correct	0.356640625	0.033333333333333326	1.840629407786611
