Condition	time point	p-value	t-value
wrong	-0.07304687500000001	0.020000000000000018	2.0627472420429416
wrong	-0.04375000000000001	0.010000000000000009	2.33888392484682
wrong	0.06367187499999999	0.020000000000000018	2.0627472420429416
wrong	0.36640625	0.043333333333333335	1.718905160438891
wrong	0.40546875	0.046666666666666745	1.6834417068750733
wrong	0.415234375	0.036666666666666736	1.797071423179137
wrong	0.425	0.040000000000000036	1.756656458005156
wrong	0.434765625	0.01666666666666672	2.1379265281322697
wrong	0.4640625	0.036666666666666736	1.797071423179137
wrong	0.48359375	0.023333333333333317	1.997592229195553
wrong	0.493359375	0.023333333333333317	1.997592229195553
wrong	0.971875	0.00666666666666671	2.4895647421707716
wrong	0.981640625	0.0	inf
wrong	0.99140625	0.010000000000000009	2.33888392484682
wrong	1.001171875	0.0033333333333332993	2.7321419372217384
wrong	1.0109375	0.0	inf
wrong	1.020703125	0.036666666666666736	1.797071423179137
wrong	1.03046875	0.030000000000000027	1.8879558102266485
wrong	1.040234375	0.01666666666666672	2.1379265281322697
wrong	1.05	0.023333333333333317	1.997592229195553
wrong	1.059765625	0.013333333333333308	2.227371488366429
wrong	1.06953125	0.0	inf
wrong	1.079296875	0.0033333333333332993	2.7321419372217384
wrong	1.0890625	0.0	inf
wrong	1.098828125	0.0	inf
