Condition	time point	p-value	t-value
correct	-0.08281250000000001	0.010000000000000009	2.33888392484682
correct	0.06367187499999999	0.036666666666666736	1.797071423179137
correct	0.07343749999999999	0.0	inf
correct	0.08320312499999999	0.026666666666666727	1.9398891657341626
correct	0.09296874999999999	0.043333333333333335	1.718905160438891
correct	0.63984375	0.046666666666666745	1.6834417068750733
correct	0.649609375	0.046666666666666745	1.6834417068750733
correct	0.7375	0.013333333333333308	2.227371488366429
correct	0.747265625	0.026666666666666727	1.9398891657341626
correct	0.75703125	0.010000000000000009	2.33888392484682
correct	0.7765625	0.036666666666666736	1.797071423179137
correct	0.79609375	0.033333333333333326	1.840629407786611
